iter	Logloss
1031	0.07620689148
1032	0.07618498
1033	0.07616707919
1034	0.07614074258
1035	0.07611632874
1036	0.07610280049
1037	0.07607871302
1038	0.07606817412
1039	0.07604291361
1040	0.07603533331
1041	0.07600568165
1042	0.07598702627
1043	0.07596314419
1044	0.07593520246
1045	0.07591758564
1046	0.07590461845
1047	0.07589059142
1048	0.07588178504
1049	0.07585211848
1050	0.07581112685
1051	0.07578858385
1052	0.07577284578
1053	0.07575725565
1054	0.07572141338
1055	0.07570774189
1056	0.07568999536
1057	0.07565721496
1058	0.07564233904
1059	0.07561894982
1060	0.07560562776
1061	0.07558986459
1062	0.07556109021
1063	0.07554349829
1064	0.07553750639
1065	0.07549885342
1066	0.07546574455
1067	0.07545011625
1068	0.07542981278
1069	0.07541172501
1070	0.07539683515
1071	0.07537051838
1072	0.07535355055
1073	0.07534303089
1074	0.07532838583
1075	0.0753021544
1076	0.07528710256
1077	0.07525685981
1078	0.07524428305
1079	0.07521890755
1080	0.07521043322
1081	0.0751955646
1082	0.07516263822
1083	0.07514849734
1084	0.07513374927
1085	0.07511945614
1086	0.07510497773
1087	0.0750903697
1088	0.07507413631
1089	0.07506506576
1090	0.07504964487
1091	0.07502791144
1092	0.07501591346
1093	0.07499609196
1094	0.07496826713
1095	0.07495544916
1096	0.07493889965
1097	0.0749229048
1098	0.07491586332
1099	0.0748996972
1100	0.07488744252
1101	0.07487301592
1102	0.07485305164
1103	0.07484210593
1104	0.07482812941
1105	0.0748196156
1106	0.07480264528
1107	0.07478092416
1108	0.07476299855
1109	0.07474840122
1110	0.07472768062
1111	0.07470381444
1112	0.0746961867
1113	0.07467533583
1114	0.07465913145
1115	0.0746395797
1116	0.07462618887
1117	0.07461287672
1118	0.07459177122
1119	0.07456628577
1120	0.07455142407
1121	0.07453644959
1122	0.0745192575
1123	0.07448917971
1124	0.07446544258
1125	0.07443177832
1126	0.07442105434
1127	0.07440376447
1128	0.07439039343
1129	0.07438206271
1130	0.07435524231
1131	0.07434257484
1132	0.07431922495
1133	0.07428301381
1134	0.0742673159
1135	0.07423654878
1136	0.07421602608
1137	0.07420178919
1138	0.07418080555
1139	0.07416980872
1140	0.07414577051
1141	0.07413468499
1142	0.07412409913
1143	0.07410718794
1144	0.07408883364
1145	0.07405577041
1146	0.07402047437
1147	0.07399712536
1148	0.07396562434
1149	0.07394320094
1150	0.07392833631
1151	0.07392128718
1152	0.07390531921
1153	0.07386834072
1154	0.07384340148
1155	0.07383657289
1156	0.07381978981
1157	0.07379376011
1158	0.07377503633
1159	0.07375007604
1160	0.07373422074
1161	0.07371338314
1162	0.07369730076
1163	0.07367569815
1164	0.07365995888
1165	0.0736403244
1166	0.07361654098
1167	0.0736008718
1168	0.07358194822
1169	0.07356957335
1170	0.0735571635
1171	0.0735435617
1172	0.07350945387
1173	0.07348484778
1174	0.07346100119
1175	0.07344548252
1176	0.07341759405
1177	0.07339506941
1178	0.07338255558
1179	0.07336541056
1180	0.073337604
1181	0.07332414255
1182	0.07330706277
1183	0.07329509845
1184	0.07328287065
1185	0.07326810779
1186	0.07321133512
1187	0.07319236214
1188	0.07316978651
1189	0.07315196435
1190	0.07313738636
1191	0.07309671425
1192	0.07304821135
1193	0.07302124732
1194	0.07300555395
1195	0.0729842697
1196	0.07296381827
1197	0.07294434528
1198	0.07293101393
1199	0.07290703078
1200	0.07288129281
1201	0.0728681218
1202	0.07285532884
1203	0.07284319737
1204	0.07283080119
1205	0.07281538844
1206	0.07279658304
1207	0.07276988144
1208	0.0727548625
1209	0.07274301934
1210	0.0727201184
1211	0.07270340295
1212	0.07269094295
1213	0.0726684188
1214	0.07265971228
1215	0.07263695683
1216	0.07261149745
1217	0.07259457803
1218	0.07258021385
1219	0.07256891047
1220	0.07255763888
1221	0.07254114981
1222	0.07252910169
1223	0.07251458306
1224	0.07250734563
1225	0.07248693798
1226	0.07246946111
1227	0.07245502195
1228	0.07242948413
1229	0.07241393773
1230	0.07239159767
1231	0.07237203568
1232	0.07233367599
1233	0.07231650459
1234	0.07229551509
1235	0.07227082137
1236	0.07224696082
1237	0.07223880225
1238	0.0722081065
1239	0.07220097075
1240	0.07217298977
1241	0.07215714538
1242	0.07215096828
1243	0.07212745114
1244	0.0721071447
1245	0.07208955221
1246	0.07207118946
1247	0.07205444586
1248	0.07204576897
1249	0.07203265869
1250	0.0720160494
1251	0.07200034643
1252	0.07198272793
1253	0.07196094769
1254	0.0719348938
1255	0.0719248593
1256	0.07187905357
1257	0.07186857048
1258	0.0718538451
1259	0.07183607333
1260	0.0718146372
1261	0.07180052064
1262	0.07177662953
1263	0.07174937586
1264	0.07173800461
1265	0.07172219952
1266	0.07170474504
1267	0.07168986009
1268	0.07167548889
1269	0.07166583487
1270	0.07165561893
1271	0.07162871126
1272	0.07159692139
1273	0.07159048818
1274	0.07157978876
1275	0.07156196718
1276	0.07154672603
1277	0.07153508593
1278	0.07151741745
1279	0.07150731512
1280	0.07149163896
1281	0.07146788031
1282	0.07145213971
1283	0.07143423712
1284	0.07141351187
1285	0.07140305334
1286	0.07137927146
1287	0.07135931231
1288	0.07135054461
1289	0.07132620217
1290	0.07129865456
1291	0.0712837997
1292	0.07126546109
1293	0.07124680984
1294	0.07123153403
1295	0.07121672916
1296	0.07120958568
1297	0.07119742066
1298	0.07118545583
1299	0.07116950603
1300	0.0711510358
1301	0.07112828073
1302	0.0711038355
1303	0.07108445645
1304	0.07106397229
1305	0.07104401409
1306	0.07102340694
1307	0.07101440253
1308	0.07099551027
1309	0.07098545451
1310	0.07094902857
1311	0.07093112188
1312	0.07092438327
1313	0.07090222033
1314	0.07088537586
1315	0.07084233162
1316	0.07081195028
1317	0.07080134411
1318	0.07076370929
1319	0.07075170266
1320	0.07073609232
1321	0.07071893212
1322	0.07069844319
1323	0.07067665297
1324	0.07066069568
1325	0.07064336332
1326	0.0706267677
1327	0.07060977071
1328	0.07059386712
1329	0.0705670785
1330	0.070531883
1331	0.07049670316
1332	0.07048225835
1333	0.07045361426
1334	0.07044368871
1335	0.07043249336
1336	0.07041726872
1337	0.07041096004
1338	0.07039912207
1339	0.07038893229
1340	0.07037412666
1341	0.07036046305
1342	0.07034583682
1343	0.0703359972
1344	0.07030946704
1345	0.0702957664
1346	0.07027031201
1347	0.07024866253
1348	0.07022941363
1349	0.07021181527
1350	0.07019889691
1351	0.07018354502
1352	0.07016734374
1353	0.0701510087
1354	0.07012939513
1355	0.07011786325
1356	0.0701061052
1357	0.07009283101
1358	0.07007441663
1359	0.07005998718
1360	0.07004016759
1361	0.06999962569
1362	0.06997867074
1363	0.06996408161
1364	0.0699578917
1365	0.06994249906
1366	0.06991753991
1367	0.06990347335
1368	0.06988127896
1369	0.06986848348
1370	0.06984337391
1371	0.06982676856
1372	0.06981179659
1373	0.06978265291
1374	0.06976714398
1375	0.06973767973
1376	0.0697198062
1377	0.06970186369
1378	0.06968721742
1379	0.06967292058
1380	0.06965154125
1381	0.06962630423
1382	0.06961249603
1383	0.06959642034
1384	0.06958823691
1385	0.06957389865
1386	0.06956085758
1387	0.06954510847
1388	0.06952514535
1389	0.06951151277
1390	0.06950583266
1391	0.0694959325
1392	0.06947985554
1393	0.06947078612
1394	0.06945685591
1395	0.06944503488
1396	0.06943533988
1397	0.06940887289
1398	0.06940324438
1399	0.06937214149
1400	0.06934966461
1401	0.06932938281
1402	0.06931140236
1403	0.0693035604
1404	0.06928621972
1405	0.06927385869
1406	0.06926272765
1407	0.0692556304
1408	0.06924183648
1409	0.06922462254
1410	0.06920973336
1411	0.06919720006
1412	0.06919132273
1413	0.0691637874
1414	0.06913130954
1415	0.0691073574
1416	0.06909204619
1417	0.06907590551
1418	0.06905997305
1419	0.06904538916
1420	0.06902802325
1421	0.0690166871
1422	0.06899683565
1423	0.06898237495
1424	0.06895605884
1425	0.06892965853
1426	0.06889146982
1427	0.06888607085
1428	0.06887010833
1429	0.06883330786
1430	0.06881795455
1431	0.06880420422
1432	0.06879186059
1433	0.06876678957
1434	0.06875012237
1435	0.0687397437
1436	0.06873232528
1437	0.06871971369
1438	0.06871274213
1439	0.06869811319
1440	0.06868224142
1441	0.06866471898
1442	0.0686472268
1443	0.06861662471
1444	0.06859646309
1445	0.06858256455
1446	0.06857741468
1447	0.0685653126
1448	0.06854678333
1449	0.06853264966
1450	0.06851402335
1451	0.06850025118
1452	0.068489194
1453	0.06847531866
1454	0.06845844053
1455	0.06844921429
1456	0.06843378942
1457	0.0684260397
1458	0.06840889306
1459	0.06839865155
1460	0.06838269239
1461	0.06836608557
1462	0.06835217965
1463	0.06832904317
1464	0.06830523017
1465	0.06828606188
1466	0.06827298143
1467	0.06825013094
1468	0.06823944876
1469	0.06822082665
1470	0.06820785195
1471	0.06819239088
1472	0.06817023453
1473	0.06815632175
1474	0.06814180379
1475	0.06812596613
1476	0.0681166966
1477	0.06810170723
1478	0.0680895389
1479	0.06807818471
1480	0.06806621683
1481	0.06805310318
1482	0.06803767869
1483	0.06802751015
1484	0.06801796988
1485	0.06800422384
1486	0.06797710822
1487	0.06796147019
1488	0.06794005992
1489	0.06793142842
1490	0.06791945018
1491	0.06790439789
1492	0.06789709015
1493	0.06788352061
1494	0.06787417097
1495	0.06785510098
1496	0.06783487228
1497	0.067812444
1498	0.0677990926
1499	0.06779081593
