iter	Logloss
0	0.66237823
1	0.6336471894
2	0.6074324731
3	0.5816812521
4	0.555190676
5	0.5308078196
6	0.5084833903
7	0.4871376722
8	0.4670130225
9	0.4489283981
10	0.43218042
11	0.4160860908
12	0.3989012469
13	0.3856316055
14	0.3727523634
15	0.3589865111
16	0.3466204682
17	0.3345785116
18	0.3248289176
19	0.313885884
20	0.3039624247
21	0.2952795407
22	0.2871502198
23	0.2764231526
24	0.2676593211
25	0.2594467455
26	0.253343036
27	0.2473974986
28	0.2419080762
29	0.2360473196
30	0.2307519816
31	0.2251068452
32	0.2192158065
33	0.2139930731
34	0.2100848162
35	0.2040556156
36	0.1998586082
37	0.1952441815
38	0.1919976262
39	0.1888410277
40	0.1854696664
41	0.1820795647
42	0.1796071113
43	0.1772576829
44	0.173760772
45	0.1704811694
46	0.1686103325
47	0.1654229185
48	0.1630482952
49	0.1614108348
50	0.1594041726
51	0.1571249221
52	0.1547395335
53	0.1533344729
54	0.1513415544
55	0.1501652888
56	0.1483142665
57	0.1469041211
58	0.1452100893
59	0.1436436261
60	0.1417853416
61	0.1409061442
62	0.1393906207
63	0.1384858971
64	0.137225212
65	0.1359619852
66	0.1349452401
67	0.1340391284
68	0.1329371917
69	0.1318216017
70	0.1308920642
71	0.1303006366
72	0.1292603621
73	0.1283361394
74	0.1277907037
75	0.1271131387
76	0.1262612065
77	0.1254789547
78	0.1248019495
79	0.1243700945
80	0.1237594307
81	0.1228689885
82	0.1221850306
83	0.1214945005
84	0.1208374914
85	0.1202079037
86	0.1196064536
87	0.1192042837
88	0.1186107872
89	0.1182960321
90	0.1175090825
91	0.116816377
92	0.1162740038
93	0.115850681
94	0.115459147
95	0.1148298282
96	0.1143543218
97	0.1142483079
98	0.1139445597
99	0.1136375714
100	0.1133625168
101	0.1130964568
102	0.1128448037
103	0.1124038075
104	0.1120741999
105	0.1115952583
106	0.1114932358
107	0.1111937993
108	0.1108461318
109	0.1107768658
110	0.1106999933
111	0.1104405355
112	0.1101931898
113	0.1099554695
114	0.1096757454
115	0.1094059969
116	0.1092178043
117	0.1088974432
118	0.1088094938
119	0.108757171
120	0.1085355878
121	0.1084879217
122	0.1084460812
123	0.108119518
124	0.1080022373
125	0.1079452418
126	0.1078658877
127	0.1077983522
128	0.1076862676
129	0.1076216334
130	0.1075596211
131	0.1072080704
132	0.1071583351
133	0.1069428619
134	0.1066717506
135	0.1064473907
136	0.106268605
137	0.1062049142
138	0.1061484882
139	0.1060792923
140	0.1057721555
141	0.1057285678
142	0.1055797403
143	0.1055097753
144	0.1052615959
145	0.1052128981
146	0.1051425942
147	0.1048689278
148	0.1046446409
149	0.1045974879
150	0.1045603955
151	0.104512732
152	0.1044606638
153	0.1043729223
154	0.1043292981
155	0.104305259
156	0.1042732482
157	0.104038191
158	0.1040093174
159	0.1038888657
160	0.1038228203
161	0.1036558167
162	0.1036020122
163	0.1034322079
164	0.1033679964
165	0.1033106071
166	0.1031844092
167	0.1030116889
168	0.1029869113
169	0.1029417461
170	0.1028874506
171	0.1028461393
172	0.102805911
173	0.1027767909
174	0.102593218
175	0.1025730257
176	0.1023567945
177	0.1023053892
178	0.1021582146
179	0.1021003763
180	0.1019717146
181	0.1019374651
182	0.1018768808
183	0.1018584861
184	0.1018143317
185	0.1017698428
186	0.1016862765
187	0.1014998147
188	0.1014572886
189	0.1014071106
190	0.1013694575
191	0.1013375269
192	0.1012961088
193	0.1012477532
194	0.101203443
195	0.1011745545
196	0.1011562951
197	0.1011332595
198	0.1010159401
199	0.1009750875
200	0.1009472665
201	0.1009164781
202	0.1007070612
203	0.1006791469
204	0.1005707945
205	0.1005228052
206	0.1003356417
207	0.1003194987
208	0.1002913106
209	0.1002538946
210	0.1001364142
211	0.09999062986
212	0.09996743338
213	0.09994363465
214	0.0999144037
215	0.0998892782
216	0.09985305911
217	0.09980922901
218	0.09977121452
219	0.09975629665
220	0.09966097026
221	0.09964444902
222	0.09954781567
223	0.09946498052
224	0.09944701068
225	0.09937264269
226	0.09934975571
227	0.09930833657
228	0.09928761132
229	0.09927766017
230	0.09915797623
231	0.09912173864
232	0.09906842024
233	0.09902497985
234	0.09893664867
235	0.09881816424
236	0.09866959215
237	0.09863764748
238	0.09861986829
239	0.0985907104
240	0.09854546124
241	0.09849568847
242	0.09844369826
243	0.09841314351
244	0.09828076889
245	0.09826578276
246	0.09824356707
247	0.09821955476
248	0.09818741662
249	0.09815071501
250	0.09811644076
251	0.09808161156
252	0.09805345937
253	0.09803667438
254	0.0979333226
255	0.09790066972
256	0.09782596736
257	0.09780502107
258	0.0977820709
259	0.09775458089
260	0.09761540807
261	0.09756577299
262	0.09753944924
263	0.097530879
264	0.09751315287
265	0.09747497121
266	0.09745156444
267	0.09740679604
268	0.09736555832
269	0.09721051387
270	0.09705858009
271	0.09704264402
272	0.09702095153
273	0.09699018794
274	0.09694229398
275	0.09683903863
276	0.09676100787
277	0.09673092879
278	0.09670061681
279	0.09667650004
280	0.09664427912
281	0.09661485077
282	0.09659865534
283	0.09653224498
284	0.09650567717
285	0.09649005797
286	0.09641781206
287	0.09638557177
288	0.09635137173
289	0.09632389991
290	0.09630016113
291	0.09627147582
292	0.09626367053
293	0.09623410249
294	0.09622374109
295	0.09620408844
296	0.09618614655
297	0.09617004457
298	0.09614844781
299	0.09610127265
300	0.09608735033
301	0.09607042517
302	0.09605866326
303	0.09604211879
304	0.09602854082
305	0.09601056788
306	0.0959040326
307	0.09588061476
308	0.09581427557
309	0.09579314217
310	0.09577015538
311	0.09573561359
312	0.09570974406
313	0.09569437718
314	0.09567920622
315	0.09558232447
316	0.09550443419
317	0.09548076114
318	0.09547006162
319	0.09544525202
320	0.09542633351
321	0.09537335854
322	0.09534648881
323	0.0952724899
324	0.09526292274
325	0.09524074414
326	0.09519095096
327	0.09507589724
328	0.09503129679
329	0.09501957423
330	0.0949991491
331	0.0949787981
332	0.09495974186
333	0.09490814155
334	0.09486585347
335	0.09485124433
336	0.09483772892
337	0.09482227019
338	0.09479705672
339	0.09476956975
340	0.09474951187
341	0.09471951889
342	0.09469519996
343	0.0946613948
344	0.09463875051
345	0.09461531918
346	0.09456814677
347	0.0945486036
348	0.09452344166
349	0.094499906
350	0.09444976632
351	0.09442467738
352	0.09439327783
353	0.09436987241
354	0.094320585
355	0.09426357607
356	0.0941491944
357	0.09406268285
358	0.09401494856
359	0.09399853539
360	0.09396036584
361	0.09393704469
362	0.09392869363
363	0.09389461278
364	0.09388361557
365	0.09387270564
366	0.09384776079
367	0.0938308513
368	0.09379302421
369	0.09375686647
370	0.09374061302
371	0.09372986927
372	0.09372141555
373	0.0936806446
374	0.09365938041
375	0.0936364021
376	0.09360199504
377	0.09355103802
378	0.09353568146
379	0.09351697013
380	0.09350959812
381	0.09347889288
382	0.09342825174
383	0.09340695345
384	0.09339222651
385	0.09336030977
386	0.09335037414
387	0.09330174975
388	0.09328653016
389	0.09327415018
390	0.0932548308
391	0.09323909616
392	0.09317636683
393	0.09316730284
394	0.09313161258
395	0.09311254272
396	0.09309081101
397	0.09308262386
398	0.09306303295
399	0.09305479767
400	0.09301611509
401	0.09299807379
402	0.09296126582
403	0.09294371294
404	0.09292711708
405	0.0929096771
406	0.0928684662
407	0.09283817072
408	0.09282946448
409	0.09279795659
410	0.09276225509
411	0.09273753682
412	0.09271851813
413	0.0927103368
414	0.09264662159
415	0.09260304095
416	0.0925846761
417	0.09256322422
418	0.09253357754
419	0.09248972193
420	0.09247756934
421	0.09246311556
422	0.09236254537
423	0.09234434201
424	0.09229813193
425	0.09225758754
426	0.09219022959
427	0.09216640871
428	0.09215402639
429	0.09202822097
430	0.09200208999
431	0.09199362392
432	0.09191717538
433	0.09190655315
434	0.09185658813
435	0.09184368493
436	0.09183381876
437	0.09180956088
438	0.0917904775
439	0.09175388111
440	0.09173904288
441	0.0916862341
442	0.09164992865
443	0.09150915869
444	0.09149938463
445	0.09145581113
446	0.09143779081
447	0.09141661474
448	0.09140322176
449	0.09137708063
450	0.09136793768
451	0.09133595308
452	0.09131741927
453	0.09130769527
454	0.09127877705
455	0.09125667333
456	0.09114020022
457	0.09112190478
458	0.09105113625
459	0.09103733162
460	0.09100693186
461	0.09099449445
462	0.09095686064
463	0.090926368
464	0.09089651806
465	0.09085657318
466	0.09084062822
467	0.09080469951
468	0.09079178642
469	0.09075477394
470	0.09073842264
471	0.09072003681
472	0.09070468376
473	0.09063676547
474	0.09061533083
475	0.09060147335
476	0.09058846353
477	0.09052335944
478	0.09048613924
479	0.09043657359
480	0.0904086682
481	0.09036971631
482	0.0903330903
483	0.09030590407
484	0.09029095011
485	0.09026963446
486	0.09023239377
487	0.0901826084
488	0.09015927386
489	0.09013214757
490	0.09009875825
491	0.09006845733
492	0.08998541083
493	0.08997455981
494	0.08993377652
495	0.08991901551
496	0.08988181589
497	0.08982136958
498	0.08980551319
499	0.089782147
500	0.08974803059
501	0.08971045881
502	0.08968744182
503	0.08966553509
504	0.08961804086
505	0.08956117249
506	0.08953987648
507	0.0895008544
508	0.08945840219
509	0.08942461641
510	0.08939659051
511	0.08936370079
512	0.08933343962
513	0.0892576634
514	0.08923069739
515	0.08919882439
516	0.08917141233
517	0.08913483508
518	0.08909456798
519	0.08907153376
520	0.08904373394
521	0.08902733485
522	0.08899725992
523	0.0889575936
524	0.08892804535
525	0.08891327282
526	0.08888308976
527	0.08885356647
528	0.08882548206
529	0.0887868358
530	0.08876335503
531	0.08873941252
532	0.08871210948
533	0.08867804623
534	0.08865203325
535	0.08862625106
536	0.08859998514
537	0.0885689317
538	0.08853615081
539	0.08851438227
540	0.08846936954
541	0.0884336851
542	0.08841261422
543	0.0884009133
544	0.0883764968
545	0.08834765457
546	0.08831467409
547	0.08827802939
548	0.08820920988
549	0.08816587746
550	0.08813807654
551	0.08811381946
552	0.08809078322
553	0.08806063767
554	0.08802743943
555	0.08800559257
556	0.08798773345
557	0.08795103922
558	0.08792112631
559	0.0878979583
560	0.08788488297
561	0.08785460175
562	0.08782487449
563	0.08779531233
564	0.08777483608
565	0.08772509602
566	0.08769389632
567	0.08767324548
568	0.08764528312
569	0.08762696413
570	0.08758884655
571	0.08756250882
572	0.08753098059
573	0.08749482054
574	0.08745188706
575	0.08743051188
576	0.08740217522
577	0.08738376494
578	0.08734655116
579	0.08733245306
580	0.08730174121
581	0.08727352199
582	0.08724142138
583	0.08722430554
584	0.08719161607
585	0.0871651806
586	0.08713910169
587	0.08710314156
588	0.08707705856
589	0.08705164501
590	0.08701873811
591	0.08699826497
592	0.08696664784
593	0.08693889784
594	0.08692156413
595	0.08686446362
596	0.08684608999
597	0.08682078197
598	0.08679694494
599	0.08676108138
600	0.08671030668
601	0.08669367877
602	0.08666208898
603	0.08662672019
604	0.08659882394
605	0.08657590684
606	0.08654948957
607	0.0865225469
608	0.08649272737
609	0.08647653034
610	0.08642988721
611	0.08639420678
612	0.08637548163
613	0.08635383371
614	0.08632963076
615	0.0863150186
616	0.08628198364
617	0.08625524563
618	0.08622787728
619	0.08620920273
620	0.08615931824
621	0.08612253517
622	0.08609367144
623	0.08606797028
624	0.08602550257
625	0.08597786784
626	0.08594977004
627	0.08592458047
628	0.08587256783
629	0.08580223481
630	0.08578511283
631	0.08571519379
632	0.08567993159
633	0.08563958045
634	0.08559834659
635	0.08557613138
636	0.08555178975
637	0.08552588226
638	0.08550253004
639	0.0854862501
640	0.08545822607
641	0.08543857598
642	0.08540624927
643	0.08538429455
644	0.0853584313
645	0.08533536587
646	0.08530121647
647	0.08527588968
648	0.08526060157
649	0.08524025401
650	0.08520175964
651	0.08517885081
652	0.08515631032
653	0.08512265816
654	0.0850933699
655	0.08505980425
656	0.08503436651
657	0.08500962191
658	0.08498044813
659	0.08495879728
660	0.0849338404
661	0.08490241143
662	0.08487271344
663	0.08484345512
664	0.08479642698
665	0.08477264391
666	0.08475126472
667	0.08472334776
668	0.0847074829
669	0.08467967887
670	0.08465301791
671	0.08463273054
672	0.08460511535
673	0.08459244229
674	0.08453239937
675	0.08450603272
676	0.08447992905
677	0.0844624713
678	0.08443153535
679	0.08441405235
680	0.08439709844
681	0.08438237955
682	0.08436487391
683	0.08433815715
684	0.08429107703
685	0.08427245653
686	0.08423294425
687	0.08420540976
688	0.08417657806
689	0.08415136126
690	0.08411476955
691	0.08408811041
692	0.08405925886
693	0.08402853882
694	0.08399775543
695	0.08397682223
696	0.08391246807
697	0.08386825574
698	0.08384124152
699	0.08381013035
700	0.08379195033
701	0.08376852033
702	0.08373676851
703	0.08371482591
704	0.08368900191
705	0.08366970952
706	0.08363855059
707	0.08360156367
708	0.08356970177
709	0.08354894703
710	0.08350935164
711	0.08348216258
712	0.08346419714
713	0.08343447402
714	0.08340992413
715	0.08338538637
716	0.08337091033
717	0.08335409021
718	0.08333105736
719	0.0833080948
720	0.0832837497
721	0.08326519437
722	0.08324039731
723	0.08322623868
724	0.08319255986
725	0.08316381239
726	0.08312229659
727	0.08310471535
728	0.08306729713
729	0.08300817221
730	0.08298506802
731	0.08296117906
732	0.08293235707
733	0.08291516701
734	0.08287580225
735	0.0828581444
736	0.08282266774
737	0.08280064057
738	0.08277319828
739	0.08274856412
740	0.08272363575
741	0.08268762943
742	0.08265962801
743	0.08264273729
744	0.08261370817
745	0.08258779404
746	0.08256817479
747	0.08254511708
748	0.0825141511
749	0.08249834162
750	0.08246649193
751	0.08245428521
752	0.08243339695
753	0.08241018336
754	0.08236516769
755	0.08234356547
756	0.08232745404
757	0.08227740146
758	0.08225468209
759	0.08222677293
760	0.08220048492
761	0.08218515711
762	0.08215657712
763	0.08213108628
764	0.0821146221
765	0.08209236971
766	0.0820710565
767	0.0820325085
768	0.08201360443
769	0.08199073793
770	0.08197081452
771	0.08195159266
772	0.08194238682
773	0.08191682348
774	0.08187551687
775	0.08186663273
776	0.08184595556
777	0.08182054753
778	0.08180305432
779	0.08177458283
780	0.08173136643
781	0.08170802829
782	0.08167663424
783	0.08164945636
784	0.08162078134
785	0.08160566229
786	0.08157831141
787	0.08156307833
788	0.08153460196
789	0.08152626669
790	0.08150142997
791	0.08148281219
792	0.08146503732
793	0.08143445082
794	0.08140830781
795	0.08137094357
796	0.08135228183
797	0.08132356809
798	0.08128803723
799	0.08127216345
800	0.08125471852
801	0.08123355385
802	0.08121145263
803	0.08119546509
804	0.08116799026
805	0.0811484105
806	0.08113687574
807	0.08110792153
808	0.08108937007
809	0.08106928408
810	0.08104768804
811	0.08103123338
812	0.08100990644
813	0.08098374016
814	0.08096046
815	0.08093162651
816	0.08090495124
817	0.08088075893
818	0.08085695805
819	0.08083322613
820	0.08081545029
821	0.08080036225
822	0.08078031297
823	0.08076350949
824	0.08074711161
825	0.08072939865
826	0.08071229981
827	0.080699833
828	0.08068089388
829	0.08065470486
830	0.08063121274
831	0.08059597298
832	0.0805731777
833	0.08054651821
834	0.08052472153
835	0.08050157314
836	0.08048570813
837	0.08046290249
838	0.08043789181
839	0.08042238907
840	0.08040202635
841	0.08038344993
842	0.08036023796
843	0.08032827238
844	0.08030247838
845	0.08027864244
846	0.08025357833
847	0.08023574919
848	0.08020341439
849	0.08017877347
850	0.08015951702
851	0.08010622599
852	0.08008820876
853	0.08006894099
854	0.08004043125
855	0.08002839204
856	0.07999607704
857	0.07997740476
858	0.07995387661
859	0.07992650089
860	0.07989342384
861	0.07987149348
862	0.07985417636
863	0.07983153385
864	0.07981009245
865	0.07979097475
866	0.07976360234
867	0.0797454494
868	0.07973077532
869	0.07969253717
870	0.07968099006
871	0.07964166225
872	0.07961989118
873	0.07960549043
874	0.07957310891
875	0.0795530225
876	0.07953866115
877	0.07950668423
878	0.07947263928
879	0.07941752218
880	0.07936783848
881	0.07931788992
882	0.07927962605
883	0.07925943124
884	0.07922269306
885	0.07919391784
886	0.07916890843
887	0.07914727773
888	0.07912895596
889	0.07911795049
890	0.07910619974
891	0.07907272934
892	0.0790557667
893	0.07904597688
894	0.07903190082
895	0.0789952219
896	0.078979299
897	0.07896111095
898	0.07893815343
899	0.07890500373
900	0.07887551591
901	0.07885929222
902	0.07884389219
903	0.07881612489
904	0.07880451088
905	0.07878156945
906	0.07875347813
907	0.07874430095
908	0.07872265712
909	0.07869967406
910	0.07866781513
911	0.07865661831
912	0.07864118653
913	0.07862323447
914	0.07859421155
915	0.07858148264
916	0.07856035871
917	0.07854466422
918	0.07852909227
919	0.07850129737
920	0.07848326959
921	0.07846674154
922	0.07844036871
923	0.07842911329
924	0.07841637376
925	0.07839351052
926	0.07837991005
927	0.07836537592
928	0.07832981851
929	0.07831468564
930	0.07828453195
931	0.07826115741
932	0.07824582826
933	0.07822501515
934	0.07819303183
935	0.07818135642
936	0.07815948222
937	0.07814640658
938	0.07813254853
939	0.0781124162
940	0.07809728418
941	0.07806890628
942	0.07805564812
943	0.07802403091
944	0.07801085505
945	0.07798487501
946	0.07796703895
947	0.07794373974
948	0.07792144959
949	0.0779110278
950	0.07789486012
951	0.07786782051
952	0.07785493737
953	0.07783821603
954	0.07782414738
955	0.07781138989
956	0.07778630329
957	0.07777163245
958	0.07776152717
959	0.07774255284
960	0.07771246253
961	0.07769004941
962	0.07766530835
963	0.07761732953
964	0.07760727514
965	0.0775909805
966	0.07757083242
967	0.07756297474
968	0.07754350727
969	0.07752390624
970	0.07751318351
971	0.07750206364
972	0.07748339046
973	0.07747355444
974	0.07745481402
975	0.07743985213
976	0.07741083396
977	0.07739112328
978	0.07735878892
979	0.07733430898
980	0.07731167892
981	0.07728905162
982	0.07727709675
983	0.07724880619
984	0.07723391922
985	0.07721196122
986	0.0771944397
987	0.07716567107
988	0.07715244116
989	0.07712392818
990	0.07710579803
991	0.07709120157
992	0.07706264709
993	0.07704404032
994	0.07702994223
995	0.07701513087
996	0.07699787693
997	0.07697026727
998	0.07695998094
999	0.07692150082
1000	0.07690812395
1001	0.07688375436
1002	0.07685349983
1003	0.07682221546
1004	0.07680495252
1005	0.07678750899
1006	0.07674550852
1007	0.07672877863
1008	0.07669187282
1009	0.0766718479
1010	0.07664749544
1011	0.07663409672
1012	0.07661092106
1013	0.0765691501
1014	0.07654827598
1015	0.07653318975
1016	0.07651313473
1017	0.07648397024
1018	0.07646041184
1019	0.07644604844
1020	0.07643266461
1021	0.07640554716
1022	0.07638575613
1023	0.07636500332
1024	0.07634049379
1025	0.07632792787
1026	0.07630430834
1027	0.07627702841
1028	0.07626108889
1029	0.07625083207
1030	0.0762252557
